customer_id,customer_name,customer_type,locality,city,state,industry,acquisition_date,preferred_categories,average_order_value,purchase_frequency_per_month,payment_preference,credit_limit,agreed_credit_days,payment_reliability,payer_class,return_probability,discount_sensitivity,churn_probability,is_interstate
CUS000497,Meera D'Souza,retail,Mulund,Mumbai,Maharashtra,N/A (individual),2024-10-18,monitors,3301.21,0.412,cash,0.0,0,0.578,normal,0.1057,0.395,0.112,False
CUS000498,Horizon Distributors,small_business,Pune,Pune,Maharashtra,Finance,2025-07-03,printers,4520.91,0.204,credit,53000.0,0,0.611,normal,0.25,0.374,0.436,False
CUS000499,Amit Banerjee,retail,Indore,Indore,Madhya Pradesh,N/A (individual),2026-05-13,tablets|smartphones,1271.88,0.166,UPI,0.0,0,0.0374,late,0.25,0.048,0.3832,True
CUS000500,Suresh Agarwal,retail,Jogeshwari,Mumbai,Maharashtra,N/A (individual),2025-07-13,ups_devices|keyboards|storage_devices,3401.92,0.203,UPI,0.0,0,0.2522,normal,0.0798,0.499,0.2249,False
CUS000501,Skyline Solutions,small_business,Ghatkopar,Mumbai,Maharashtra,Media,2025-05-27,smartwatches|speakers|chargers|monitors,4686.73,0.131,credit,23000.0,0,0.7329,normal,0.1715,0.305,0.1217,False
CUS000502,Metro Distributors,small_business,Chembur,Mumbai,Maharashtra,Manufacturing,2025-08-19,monitors,10560.76,0.792,bank_transfer,41000.0,30,0.8786,normal,0.0703,0.603,0.3168,False
CUS000503,Anika D'Souza,retail,Powai,Mumbai,Maharashtra,N/A (individual),2026-03-12,feature_phones|storage_devices|monitors|ups_devices,1643.56,0.058,UPI,0.0,0,0.6592,normal,0.1258,0.426,0.0825,False
CUS000504,Aadhya Vora,retail,Bandra East,Mumbai,Maharashtra,N/A (individual),2024-02-01,smartphones|storage_devices|laptops,2429.63,0.052,UPI,0.0,0,0.5541,normal,0.1566,0.248,0.1695,False
CUS000505,Krishna Trivedi,retail,Delhi,Delhi,Delhi,N/A (individual),2023-05-11,keyboards|smartphones|monitors|webcams,3921.82,0.676,UPI,0.0,0,0.6397,normal,0.1793,0.758,0.0966,True
CUS000506,Nikhil Pereira,retail,Malad,Mumbai,Maharashtra,N/A (individual),2023-08-14,mice|routers|printers,1959.63,0.05,UPI,0.0,0,0.6827,normal,0.0459,0.492,0.0081,False
CUS000507,Ira Yadav,retail,Andheri East,Mumbai,Maharashtra,N/A (individual),2024-09-16,power_banks|keyboards|storage_devices|earbuds,1673.51,0.518,UPI,0.0,0,0.3262,normal,0.0569,0.684,0.0055,False
CUS000508,Saanvi Nair,retail,Indore,Indore,Madhya Pradesh,N/A (individual),2023-01-07,power_banks,1696.36,0.897,cash,0.0,0,0.1166,late,0.2343,0.41,0.1189,True
CUS000509,Sagar Gadget Hub LLP,corporate,Dombivli,Mumbai,Maharashtra,Healthcare,2026-03-08,cables|mice|televisions|routers,127207.16,0.228,bank_transfer,150000.0,30,0.0587,late,0.1136,0.152,0.1463,False
CUS000510,Anjali Bhatia,retail,Nagpur,Nagpur,Maharashtra,N/A (individual),2026-02-02,feature_phones|televisions|accessories|webcams,1521.05,0.703,UPI,0.0,0,0.5094,normal,0.188,0.257,0.0974,False
CUS000511,Anjali Chopra,retail,Kandivali,Mumbai,Maharashtra,N/A (individual),2025-09-25,earbuds|smartphones|monitors,2308.28,0.335,UPI,0.0,0,0.6918,normal,0.1481,0.463,0.0923,False
CUS000512,Ganesh Malhotra,retail,Bandra East,Mumbai,Maharashtra,N/A (individual),2025-01-15,feature_phones,3041.29,1.269,cash,0.0,0,0.8855,normal,0.2359,0.402,0.1777,False
CUS000513,Ayesha Mukherjee,retail,Malad,Mumbai,Maharashtra,N/A (individual),2025-03-02,accessories|earbuds,5127.74,0.208,cash,0.0,0,0.5985,normal,0.1024,0.205,0.3763,False
CUS000514,Om Mobile Point LLP,corporate,Mulund,Mumbai,Maharashtra,Hospitality,2025-09-30,monitors|keyboards|power_banks|cables,25000.0,0.601,bank_transfer,194000.0,60,0.8666,normal,0.25,0.411,0.282,False
CUS000515,Reyansh Chauhan,retail,Surat,Surat,Gujarat,N/A (individual),2025-11-05,speakers|cables,1333.9,0.986,UPI,0.0,0,0.5032,normal,0.074,0.493,0.3213,True
CUS000516,Vinod Rathod,retail,Vashi,Mumbai,Maharashtra,N/A (individual),2024-03-15,cables|smartphones,2782.24,0.398,UPI,0.0,0,0.6548,normal,0.2146,0.169,0.4299,False
CUS000517,City Enterprises,small_business,Borivali,Mumbai,Maharashtra,Real Estate,2025-11-04,headphones|smartphones,16338.07,0.607,bank_transfer,49000.0,0,0.551,normal,0.1287,0.342,0.1112,False
CUS000518,Om Solutions,small_business,Andheri West,Mumbai,Maharashtra,Hospitality,2022-08-20,ups_devices|accessories,4840.2,0.678,credit,22000.0,0,0.7727,normal,0.0277,0.131,0.2954,False
CUS000519,Anjali Chopra,retail,Khar,Mumbai,Maharashtra,N/A (individual),2022-12-03,power_banks|earbuds|chargers|ups_devices,1577.45,0.451,UPI,0.0,0,0.7048,normal,0.1049,0.393,0.1772,False
CUS000520,New India Infotech,small_business,Nagpur,Nagpur,Maharashtra,Retail Trade,2022-11-13,chargers|printers|laptops,11798.0,0.238,credit,35000.0,45,0.317,late,0.25,0.113,0.1871,False
CUS000521,Ritesh Malhotra,retail,Nashik,Nashik,Maharashtra,N/A (individual),2025-06-08,mice|ups_devices|smartwatches|chargers,5473.11,0.059,UPI,0.0,0,0.6696,normal,0.111,0.422,0.0674,False
CUS000522,Sagar Retail,small_business,Borivali,Mumbai,Maharashtra,Finance,2023-12-13,feature_phones,7473.89,0.435,credit,28000.0,15,0.5829,normal,0.25,0.102,0.1094,False
CUS000523,Sneha Khanna,retail,Vile Parle,Mumbai,Maharashtra,N/A (individual),2024-12-28,earbuds|tablets,3689.53,0.531,UPI,0.0,0,0.5541,normal,0.0714,0.22,0.2688,False
CUS000524,Ishaan Bose,retail,Ghatkopar,Mumbai,Maharashtra,N/A (individual),2023-04-03,chargers|smartphones|keyboards,1290.98,0.237,cash,0.0,0,0.9763,excellent,0.25,0.697,0.1717,False
CUS000525,Elite Enterprises Pvt. Ltd.,corporate,Andheri West,Mumbai,Maharashtra,Manufacturing,2024-10-31,accessories|printers,176374.72,0.735,credit,150000.0,30,0.3918,normal,0.1253,0.066,0.0893,False
CUS000526,Ramesh Pereira,retail,Kandivali,Mumbai,Maharashtra,N/A (individual),2025-08-02,storage_devices|accessories|chargers,1552.3,0.222,UPI,0.0,0,0.7264,normal,0.0916,0.397,0.2267,False
CUS000527,Prime Traders,small_business,Dadar,Mumbai,Maharashtra,Healthcare,2024-10-20,laptops|chargers,16487.81,2.244,credit,20000.0,0,0.5421,normal,0.0822,0.576,0.2646,False
CUS000528,Horizon Electronics,small_business,Vile Parle,Mumbai,Maharashtra,Finance,2025-03-13,keyboards,7939.49,1.354,bank_transfer,35000.0,0,0.9553,excellent,0.0745,0.629,0.1897,False
CUS000529,Om Retail,small_business,Dadar,Mumbai,Maharashtra,Retail Trade,2022-10-25,headphones,7908.13,0.778,credit,68000.0,0,0.02,late,0.1954,0.649,0.1727,False
CUS000530,Anil Trivedi,retail,Khar,Mumbai,Maharashtra,N/A (individual),2023-06-13,storage_devices|accessories|speakers|laptops,2814.81,0.269,cash,0.0,0,0.8997,excellent,0.0451,0.624,0.1348,False
CUS000531,Prime Retail,small_business,Delhi,Delhi,Delhi,IT Services,2025-02-02,headphones|chargers|earbuds|accessories,36623.57,1.313,credit,55000.0,0,0.6966,normal,0.1088,0.599,0.2024,True
CUS000532,Isha Chauhan,retail,Mulund,Mumbai,Maharashtra,N/A (individual),2022-10-01,chargers|tablets|routers|earbuds,1408.7,0.285,UPI,0.0,0,0.1523,late,0.1066,0.543,0.3308,False
CUS000533,Aarav Rao,retail,Nagpur,Nagpur,Maharashtra,N/A (individual),2023-07-26,feature_phones,2663.47,0.114,credit_card,0.0,0,0.9208,excellent,0.0866,0.126,0.1043,False
CUS000534,Varun Gupta,retail,Bandra East,Mumbai,Maharashtra,N/A (individual),2026-02-25,televisions|keyboards|cables|printers,2741.58,0.089,UPI,0.0,0,0.6984,normal,0.25,0.419,0.2412,False
CUS000535,Mumbai Mobile Point,small_business,Malad,Mumbai,Maharashtra,IT Services,2023-04-21,chargers|storage_devices,5880.16,1.069,credit,50000.0,0,0.2701,normal,0.1562,0.482,0.316,False
CUS000536,Mahesh Deshmukh,retail,Pune,Pune,Maharashtra,N/A (individual),2024-07-28,routers|accessories|monitors,1423.58,0.583,UPI,0.0,0,0.3302,normal,0.25,0.12,0.1333,False
CUS000537,Imran Yadav,retail,Bengaluru,Bengaluru,Karnataka,N/A (individual),2024-03-08,ups_devices|tablets|keyboards|mice,2682.85,0.377,credit_card,0.0,0,0.769,normal,0.0337,0.169,0.1305,True
CUS000538,Arjun Kapoor,retail,Chembur,Mumbai,Maharashtra,N/A (individual),2024-07-03,laptops,8922.11,0.447,cash,0.0,0,0.9371,excellent,0.0972,0.267,0.0249,False
CUS000539,Karan Solanki,retail,Bandra West,Mumbai,Maharashtra,N/A (individual),2023-01-08,monitors,1729.22,0.077,UPI,0.0,0,0.306,late,0.25,0.61,0.2482,False
CUS000540,Dev Mehta,retail,Khar,Mumbai,Maharashtra,N/A (individual),2025-05-14,speakers,1459.96,0.217,credit_card,0.0,0,0.8868,excellent,0.25,0.33,0.1304,False
CUS000541,Rahul Chopra,retail,Khar,Mumbai,Maharashtra,N/A (individual),2025-03-26,monitors|routers|accessories|earbuds,1304.54,0.331,cash,0.0,0,0.1237,late,0.197,0.327,0.0435,False
CUS000542,Rohan Nair,retail,Kurla,Mumbai,Maharashtra,N/A (individual),2026-03-14,routers,4046.52,0.615,cash,0.0,0,0.8484,normal,0.0059,0.197,0.0395,False
CUS000543,Rajesh Patel,retail,Dombivli,Mumbai,Maharashtra,N/A (individual),2023-08-18,ups_devices,1540.76,0.05,credit_card,0.0,0,0.7896,normal,0.1839,0.571,0.0959,False
CUS000544,Arjun Ansari,retail,Vashi,Mumbai,Maharashtra,N/A (individual),2025-11-17,ups_devices|accessories,1554.56,0.576,UPI,0.0,0,0.6013,normal,0.0163,0.23,0.0739,False
CUS000545,Pooja Singh,retail,Indore,Indore,Madhya Pradesh,N/A (individual),2023-08-05,cables,1664.35,0.397,UPI,0.0,0,0.3728,normal,0.1282,0.029,0.1836,True
CUS000546,Om Systems,small_business,Bandra East,Mumbai,Maharashtra,Retail Trade,2023-02-15,webcams|chargers|routers|power_banks,17989.69,0.387,bank_transfer,116000.0,0,0.5649,normal,0.0343,0.435,0.2405,False
CUS000547,Saanvi Khanna,retail,Bandra West,Mumbai,Maharashtra,N/A (individual),2023-02-25,ups_devices|monitors,1478.67,0.05,cash,0.0,0,0.5365,normal,0.1713,0.375,0.0369,False
CUS000548,Suresh Kapoor,retail,Delhi,Delhi,Delhi,N/A (individual),2024-02-06,accessories|headphones|speakers|keyboards,2216.43,0.25,cash,0.0,0,0.5465,normal,0.25,0.649,0.2711,True
CUS000549,Kavya Khanna,retail,Goregaon,Mumbai,Maharashtra,N/A (individual),2024-12-31,ups_devices|laptops,2059.92,1.782,UPI,0.0,0,0.55,late,0.1611,0.185,0.1974,False
CUS000550,Sagar Digital World,small_business,Dadar,Mumbai,Maharashtra,Healthcare,2024-08-06,storage_devices|monitors,18530.21,0.424,bank_transfer,39000.0,45,0.807,normal,0.1376,0.581,0.0271,False
CUS000551,Horizon Digital World,small_business,Bandra East,Mumbai,Maharashtra,Hospitality,2022-12-03,smartphones|ups_devices|monitors,12530.08,1.329,bank_transfer,20000.0,30,0.8546,normal,0.1866,0.595,0.2536,False
CUS000552,Om Kapoor,retail,Santacruz,Mumbai,Maharashtra,N/A (individual),2022-08-19,power_banks|keyboards|headphones,1636.69,0.962,cash,0.0,0,0.236,normal,0.2434,0.419,0.0887,False
CUS000553,Zara Trivedi,retail,Mulund,Mumbai,Maharashtra,N/A (individual),2026-02-17,webcams|tablets|speakers,1271.76,0.18,cash,0.0,0,0.1554,late,0.1411,0.622,0.0776,False
CUS000554,Royal Gadget Hub Corp.,corporate,Nashik,Nashik,Maharashtra,Real Estate,2023-12-03,mice|smartphones,37663.95,0.071,bank_transfer,204000.0,30,0.5877,normal,0.1367,0.384,0.2353,False
CUS000555,Aryan Mehta,retail,Nagpur,Nagpur,Maharashtra,N/A (individual),2024-08-20,smartphones,3278.53,0.305,debit_card,0.0,0,0.2534,normal,0.1477,0.681,0.1282,False
CUS000556,Karan Trivedi,retail,Malad,Mumbai,Maharashtra,N/A (individual),2025-06-11,feature_phones,1264.05,0.333,UPI,0.0,0,0.6473,normal,0.1138,0.367,0.198,False
CUS000557,Ishaan Fernandes,retail,Surat,Surat,Gujarat,N/A (individual),2025-07-24,smartphones|feature_phones|earbuds,1517.58,0.191,UPI,0.0,0,0.2339,normal,0.25,0.677,0.2922,True
CUS000558,Arjun Joshi,retail,Mulund,Mumbai,Maharashtra,N/A (individual),2025-10-20,webcams,5785.58,0.621,UPI,0.0,0,0.0923,late,0.085,0.596,0.1224,False
CUS000559,Sanjay Shaikh,retail,Surat,Surat,Gujarat,N/A (individual),2025-09-20,headphones|smartphones,1246.05,0.315,UPI,0.0,0,0.4462,normal,0.133,0.369,0.1411,True
CUS000560,Horizon Impex Corp.,corporate,Vile Parle,Mumbai,Maharashtra,Manufacturing,2025-03-06,tablets|keyboards|printers,44475.22,1.348,credit,150000.0,60,0.1433,late,0.008,0.725,0.2796,False
CUS000561,Suresh Khan,retail,Thane West,Mumbai,Maharashtra,N/A (individual),2025-03-15,headphones|feature_phones|smartwatches|chargers,1626.86,0.43,cash,0.0,0,0.9375,excellent,0.0407,0.597,0.0283,False
CUS000562,Golden Trading Co.,small_business,Goregaon,Mumbai,Maharashtra,Healthcare,2024-10-27,mice|power_banks,27893.99,0.261,credit,27000.0,30,0.651,normal,0.0148,0.186,0.3418,False
CUS000563,Om Pandey,retail,Pune,Pune,Maharashtra,N/A (individual),2025-08-23,mice,3740.05,0.33,debit_card,0.0,0,0.2,normal,0.2256,0.295,0.1096,False
CUS000564,Karan Kumar,retail,Kandivali,Mumbai,Maharashtra,N/A (individual),2026-01-26,feature_phones,1238.14,0.514,UPI,0.0,0,0.9408,excellent,0.0354,0.25,0.0606,False
CUS000565,Sanjay Rao,retail,Dombivli,Mumbai,Maharashtra,N/A (individual),2024-10-21,feature_phones|smartwatches|headphones,2326.39,1.761,cash,0.0,0,0.8493,excellent,0.0176,0.431,0.0798,False
CUS000566,Pankaj Mehta,retail,Bandra West,Mumbai,Maharashtra,N/A (individual),2022-12-16,ups_devices,1645.43,0.073,UPI,0.0,0,0.6309,normal,0.0851,0.324,0.299,False
CUS000567,Kavya Chopra,retail,Chembur,Mumbai,Maharashtra,N/A (individual),2022-12-03,chargers,1565.12,0.063,UPI,0.0,0,0.4783,normal,0.067,0.39,0.0808,False
CUS000568,Rajesh Nair,retail,Bandra East,Mumbai,Maharashtra,N/A (individual),2023-08-28,routers,836.3,0.311,UPI,0.0,0,0.5855,normal,0.25,0.265,0.3405,False
CUS000569,Saanvi Pandey,retail,Kurla,Mumbai,Maharashtra,N/A (individual),2024-08-18,tablets,3722.95,0.389,UPI,0.0,0,0.3072,normal,0.0733,0.371,0.1056,False
CUS000570,Horizon Traders,small_business,Powai,Mumbai,Maharashtra,Manufacturing,2024-09-24,speakers|storage_devices|webcams,13285.72,0.395,credit,25000.0,0,0.795,excellent,0.0592,0.302,0.0511,False
CUS000571,Neha Mehta,retail,Delhi,Delhi,Delhi,N/A (individual),2024-09-24,monitors|televisions|cables,1335.18,0.07,UPI,0.0,0,0.8775,normal,0.0135,0.472,0.0741,True
CUS000572,Aryan Mukherjee,retail,Nagpur,Nagpur,Maharashtra,N/A (individual),2024-03-15,keyboards|speakers|smartphones,1827.96,1.215,UPI,0.0,0,0.3532,normal,0.09,0.384,0.1565,False
CUS000573,Rohan Pandey,retail,Borivali,Mumbai,Maharashtra,N/A (individual),2026-02-20,laptops|feature_phones|power_banks|cables,1791.17,0.43,debit_card,0.0,0,0.8743,excellent,0.1485,0.38,0.1811,False
CUS000574,Royal Gadget Hub LLP,corporate,Khar,Mumbai,Maharashtra,Retail Trade,2022-08-12,mice,99964.31,0.113,bank_transfer,167000.0,45,0.9,normal,0.1553,0.157,0.2704,False
CUS000575,Mahesh Patel,retail,Bandra West,Mumbai,Maharashtra,N/A (individual),2022-11-22,printers|mice|accessories|keyboards,1829.66,0.53,UPI,0.0,0,0.4929,normal,0.2276,0.121,0.185,False
CUS000576,Skyline Traders,small_business,Santacruz,Mumbai,Maharashtra,Finance,2023-01-03,routers|tablets|printers|storage_devices,15969.37,1.401,bank_transfer,59000.0,45,0.5674,normal,0.25,0.132,0.2987,False
CUS000577,Ayesha Mukherjee,retail,Santacruz,Mumbai,Maharashtra,N/A (individual),2023-02-20,smartwatches,1454.63,0.798,UPI,0.0,0,0.4916,normal,0.101,0.531,0.175,False
CUS000578,Elite Mobile Point,small_business,Khar,Mumbai,Maharashtra,Logistics,2025-10-26,feature_phones,3000.0,0.974,UPI,40000.0,45,0.8554,excellent,0.0992,0.166,0.0523,False
CUS000579,Anil Iyer,retail,Thane West,Mumbai,Maharashtra,N/A (individual),2024-03-12,earbuds,4607.32,0.454,UPI,0.0,0,0.582,normal,0.234,0.326,0.1455,False
CUS000580,Arjun Trivedi,retail,Mulund,Mumbai,Maharashtra,N/A (individual),2026-04-16,keyboards|ups_devices|laptops,1607.92,0.05,UPI,0.0,0,0.8654,normal,0.0693,0.036,0.0263,False
CUS000581,Mahesh Verma,retail,Bandra West,Mumbai,Maharashtra,N/A (individual),2023-03-12,speakers|power_banks|headphones|keyboards,3001.28,0.394,debit_card,0.0,0,0.7118,normal,0.0882,0.063,0.3549,False
CUS000582,Manoj Tiwari,retail,Vile Parle,Mumbai,Maharashtra,N/A (individual),2024-12-12,storage_devices,6971.51,0.291,cash,0.0,0,0.4819,normal,0.1022,0.122,0.1812,False
CUS000583,Manoj Joshi,retail,Khar,Mumbai,Maharashtra,N/A (individual),2023-03-10,ups_devices|mice|monitors|chargers,1200.75,0.117,credit_card,0.0,0,0.6614,normal,0.1822,0.408,0.005,False
CUS000584,Kirti Enterprises,small_business,Borivali,Mumbai,Maharashtra,Manufacturing,2024-07-11,monitors|keyboards|accessories|storage_devices,24376.15,4.351,credit,35000.0,30,0.556,normal,0.0322,0.461,0.1202,False
CUS000585,Yash Rathod,retail,Delhi,Delhi,Delhi,N/A (individual),2025-06-28,tablets,4183.97,1.163,credit_card,0.0,0,0.5371,normal,0.1184,0.338,0.0968,True
CUS000586,Sanjay Khan,retail,Vile Parle,Mumbai,Maharashtra,N/A (individual),2024-10-15,smartwatches|tablets|earbuds,1862.56,0.788,UPI,0.0,0,0.9375,excellent,0.2354,0.351,0.4383,False
CUS000587,Sai Gadget Hub,small_business,Dadar,Mumbai,Maharashtra,Hospitality,2024-11-29,cables,6225.29,0.1,bank_transfer,60000.0,45,0.4201,normal,0.1526,0.434,0.2096,False
CUS000588,Krishna Nair,retail,Vile Parle,Mumbai,Maharashtra,N/A (individual),2022-08-05,keyboards|smartwatches|mice|power_banks,1779.0,0.276,debit_card,0.0,0,0.6696,normal,0.1232,0.149,0.074,False
CUS000589,Sai D'Souza,retail,Kandivali,Mumbai,Maharashtra,N/A (individual),2024-09-23,webcams|printers,1433.37,0.513,UPI,0.0,0,0.0347,late,0.0766,0.341,0.3353,False
CUS000590,Om Infotech,small_business,Andheri East,Mumbai,Maharashtra,Education,2024-06-29,headphones|chargers|televisions,17650.16,1.352,credit,65000.0,0,0.7648,normal,0.1979,0.666,0.2277,False
CUS000591,Shree Distributors,small_business,Powai,Mumbai,Maharashtra,Education,2024-12-05,earbuds|accessories|laptops|routers,6941.37,1.552,bank_transfer,121000.0,15,0.4704,normal,0.1203,0.326,0.3425,False
CUS000592,Aditya Kulkarni,retail,Bandra East,Mumbai,Maharashtra,N/A (individual),2024-04-12,monitors|earbuds|headphones,4635.54,0.281,UPI,0.0,0,0.467,normal,0.25,0.793,0.3433,False
CUS000593,Isha Solanki,retail,Mulund,Mumbai,Maharashtra,N/A (individual),2023-05-13,ups_devices|power_banks|mice,1757.71,0.559,UPI,0.0,0,0.8779,excellent,0.0705,0.464,0.1162,False
CUS000594,Isha Kapoor,retail,Chembur,Mumbai,Maharashtra,N/A (individual),2022-10-29,chargers|printers,2864.34,0.216,UPI,0.0,0,0.8049,excellent,0.129,0.387,0.0419,False
CUS000595,Manoj Yadav,retail,Thane West,Mumbai,Maharashtra,N/A (individual),2026-05-06,tablets,3080.03,0.05,UPI,0.0,0,0.4896,normal,0.0905,0.232,0.2627,False
CUS000596,Anjali Joshi,retail,Jogeshwari,Mumbai,Maharashtra,N/A (individual),2022-12-30,smartphones,2092.08,0.148,cash,0.0,0,0.5553,normal,0.0118,0.12,0.1825,False
CUS000597,Dev Kapoor,retail,Bengaluru,Bengaluru,Karnataka,N/A (individual),2026-01-05,speakers|power_banks,1175.72,0.076,credit_card,0.0,0,0.5737,normal,0.0962,0.154,0.1644,True
CUS000598,Aryan Gupta,retail,Bandra East,Mumbai,Maharashtra,N/A (individual),2024-06-13,headphones|cables|ups_devices,1106.52,0.581,UPI,0.0,0,0.6481,normal,0.1767,0.411,0.2081,False
CUS000599,Aditya Verma,retail,Ahmedabad,Ahmedabad,Gujarat,N/A (individual),2022-07-06,power_banks|earbuds,1658.25,0.49,credit_card,0.0,0,0.4725,normal,0.1425,0.703,0.1382,True
CUS000600,Prakash Deshmukh,retail,Kurla,Mumbai,Maharashtra,N/A (individual),2026-04-08,chargers,2293.69,0.064,debit_card,0.0,0,0.6545,normal,0.0829,0.602,0.1306,False
CUS000601,Zara Deshmukh,retail,Jogeshwari,Mumbai,Maharashtra,N/A (individual),2025-08-11,headphones|speakers|keyboards,1264.84,0.555,debit_card,0.0,0,0.5053,normal,0.0155,0.704,0.1488,False
CUS000602,Golden Electronics Corp.,corporate,Surat,Surat,Gujarat,Retail Trade,2025-03-13,tablets,113921.7,0.099,bank_transfer,150000.0,60,0.7663,normal,0.0167,0.059,0.0864,True
CUS000603,Ganesh Kumar,retail,Kandivali,Mumbai,Maharashtra,N/A (individual),2023-05-31,storage_devices|headphones|speakers,1590.69,0.73,cash,0.0,0,0.6467,normal,0.0374,0.381,0.1468,False
CUS000604,Om Verma,retail,Dadar,Mumbai,Maharashtra,N/A (individual),2025-08-09,feature_phones|chargers,3145.89,0.178,UPI,0.0,0,0.4726,normal,0.25,0.399,0.2643,False
CUS000605,Ayesha Mukherjee,retail,Andheri West,Mumbai,Maharashtra,N/A (individual),2024-01-05,headphones,3180.6,0.419,debit_card,0.0,0,0.6553,normal,0.2159,0.105,0.1434,False
CUS000606,Amit Gupta,retail,Dombivli,Mumbai,Maharashtra,N/A (individual),2026-06-11,chargers|laptops,2189.16,0.166,UPI,0.0,0,0.417,normal,0.1099,0.526,0.1297,False
CUS000607,Deepak Rathod,retail,Surat,Surat,Gujarat,N/A (individual),2023-01-08,tablets|televisions|monitors,1841.83,1.946,cash,0.0,0,0.7367,normal,0.0814,0.259,0.0584,True
CUS000608,Zara Bhatia,retail,Chembur,Mumbai,Maharashtra,N/A (individual),2026-02-20,speakers|televisions,2560.19,0.614,UPI,0.0,0,0.8267,normal,0.1213,0.125,0.1775,False
CUS000609,Rahul Pillai,retail,Jogeshwari,Mumbai,Maharashtra,N/A (individual),2024-05-01,printers,2185.65,0.42,UPI,0.0,0,0.704,normal,0.0735,0.311,0.2969,False
CUS000610,Star Infotech,small_business,Goregaon,Mumbai,Maharashtra,Media,2022-08-20,earbuds|smartwatches|chargers|webcams,6978.75,1.768,credit,22000.0,0,0.4954,late,0.1448,0.514,0.2535,False
CUS000611,Anjali Nair,retail,Goregaon,Mumbai,Maharashtra,N/A (individual),2024-01-22,power_banks,1200.45,0.108,UPI,0.0,0,0.6647,normal,0.0671,0.709,0.0499,False
CUS000612,Deepak Patel,retail,Vashi,Mumbai,Maharashtra,N/A (individual),2023-01-26,cables|headphones|accessories,2208.75,0.265,UPI,0.0,0,0.4247,normal,0.1273,0.339,0.1165,False
CUS000613,Sagar Infotech Corp.,corporate,Borivali,Mumbai,Maharashtra,Manufacturing,2025-08-26,speakers|smartwatches,31444.34,0.717,credit,291000.0,15,0.6268,normal,0.25,0.085,0.2327,False
CUS000614,Vivaan Reddy,retail,Ahmedabad,Ahmedabad,Gujarat,N/A (individual),2024-11-15,headphones,1265.82,0.576,UPI,0.0,0,0.6179,normal,0.0997,0.363,0.1263,True
CUS000615,Yash Malhotra,retail,Nashik,Nashik,Maharashtra,N/A (individual),2024-04-23,smartwatches,3833.96,0.168,UPI,0.0,0,0.4256,normal,0.1493,0.541,0.0434,False
CUS000616,Aditya Khan,retail,Nagpur,Nagpur,Maharashtra,N/A (individual),2023-05-13,speakers|televisions|printers|cables,2208.36,0.129,UPI,0.0,0,0.5212,normal,0.0286,0.326,0.113,False
CUS000617,Elite Gadget Hub,small_business,Dadar,Mumbai,Maharashtra,Hospitality,2024-07-03,tablets|televisions|keyboards,18874.32,1.058,credit,22000.0,45,0.6424,normal,0.1927,0.531,0.2009,False
CUS000618,Arjun Khan,retail,Borivali,Mumbai,Maharashtra,N/A (individual),2025-04-27,power_banks|routers|accessories,4309.37,0.348,cash,0.0,0,0.4075,late,0.0205,0.507,0.1963,False
CUS000619,Ayesha Solanki,retail,Ahmedabad,Ahmedabad,Gujarat,N/A (individual),2024-03-12,keyboards,2036.8,0.4,UPI,0.0,0,0.7854,normal,0.0671,0.685,0.0655,True
CUS000620,City Systems,small_business,Surat,Surat,Gujarat,Finance,2025-05-22,feature_phones|storage_devices,9518.01,0.1,UPI,42000.0,0,0.0415,late,0.041,0.859,0.1563,True
CUS000621,United Impex,small_business,Goregaon,Mumbai,Maharashtra,IT Services,2023-01-05,smartphones|keyboards|storage_devices,13343.3,0.541,bank_transfer,29000.0,45,0.6019,normal,0.1492,0.229,0.0445,False
CUS000622,Anjali Patel,retail,Jogeshwari,Mumbai,Maharashtra,N/A (individual),2026-02-20,accessories|power_banks|headphones,2591.4,0.35,cash,0.0,0,0.7236,normal,0.0575,0.531,0.0293,False
CUS000623,New India Gadget Hub LLP,corporate,Ghatkopar,Mumbai,Maharashtra,Manufacturing,2023-04-29,power_banks,33157.22,0.05,UPI,150000.0,45,0.2561,late,0.1232,0.356,0.1898,False
CUS000624,Yash Rao,retail,Vashi,Mumbai,Maharashtra,N/A (individual),2024-09-17,headphones|chargers|cables,700.74,0.084,cash,0.0,0,0.6202,normal,0.164,0.515,0.1876,False
CUS000625,Sunil Rao,retail,Dombivli,Mumbai,Maharashtra,N/A (individual),2024-08-04,power_banks|headphones|accessories,1659.82,0.929,cash,0.0,0,0.8206,normal,0.25,0.656,0.1386,False
CUS000626,Anika Trivedi,retail,Khar,Mumbai,Maharashtra,N/A (individual),2023-08-11,webcams|televisions|accessories|headphones,2760.85,0.172,UPI,0.0,0,0.4191,normal,0.2208,0.12,0.0791,False
CUS000627,Anil Nair,retail,Nagpur,Nagpur,Maharashtra,N/A (individual),2026-03-29,power_banks,2099.81,0.942,cash,0.0,0,0.7469,excellent,0.2124,0.868,0.1152,False
CUS000628,Ayesha Pereira,retail,Mulund,Mumbai,Maharashtra,N/A (individual),2024-11-19,storage_devices,1975.11,0.05,credit_card,0.0,0,0.4169,normal,0.1715,0.289,0.292,False
CUS000629,Anika Agarwal,retail,Goregaon,Mumbai,Maharashtra,N/A (individual),2025-01-05,cables,1559.7,0.11,UPI,0.0,0,0.2701,normal,0.0569,0.355,0.108,False
